PC1	PC2	PC3	PC4	Individual	Dataset	Region
-5.10919	16.3912	3.8477	-7.35156	1746	HGDP	MiddleEast
-4.52123	17.3096	3.02317	-7.3302	1747	HGDP	MiddleEast
-3.71265	17.2734	2.92295	-7.42797	1748	HGDP	MiddleEast
2.90047	18.3138	3.31002	-7.10756	1749	HGDP	MiddleEast
-4.56368	16.6002	3.04023	-7.33835	1750	HGDP	MiddleEast
-1.67879	14.8465	3.85578	-7.35035	1751	HGDP	MiddleEast
-3.5178	16.1097	3.55724	-7.45376	1752	HGDP	MiddleEast
2.1555	18.1516	2.9298	-7.8886	1753	HGDP	MiddleEast
2.18808	16.047	3.00079	-7.06776	1754	HGDP	MiddleEast
-7.12494	15.8973	2.69833	-7.86081	1755	HGDP	MiddleEast
-4.26663	16.3872	2.71436	-7.37912	1756	HGDP	MiddleEast
-1.48344	16.7025	2.84244	-7.07026	1757	HGDP	MiddleEast
16.0151	20.4064	3.10335	-6.31707	1758	HGDP	MiddleEast
-4.75165	16.2577	2.90039	-7.61748	1759	HGDP	MiddleEast
-5.06404	16.5891	3.12572	-7.35103	1760	HGDP	MiddleEast
-5.78659	16.2982	3.17411	-6.91357	1761	HGDP	MiddleEast
-5.65826	16.581	3.58452	-7.27213	1762	HGDP	MiddleEast
-2.57784	16.615	4.14574	-7.44799	1763	HGDP	MiddleEast
-3.34536	17.3407	2.97629	-7.32691	1764	HGDP	MiddleEast
-0.422908	17.4681	2.71442	-7.27807	1765	HGDP	MiddleEast
-4.82308	17.0904	3.74966	-10.0349	1766	HGDP	MiddleEast
-3.01698	16.4528	3.37105	-6.99753	1767	HGDP	MiddleEast
-4.98232	16.4023	3.06477	-6.97034	1768	HGDP	MiddleEast
-5.66571	17.4483	3.70947	-7.37051	1769	HGDP	MiddleEast
-4.27905	16.5739	2.83244	-7.2446	1770	HGDP	MiddleEast
-0.65323	16.777	2.84347	-7.54815	1771	HGDP	MiddleEast
3.40836	17.1532	3.20775	-7.45327	1772	HGDP	MiddleEast
-5.14935	17.6454	2.88463	-7.70034	1773	HGDP	MiddleEast
-4.37436	17.0034	3.32697	-7.59425	1774	HGDP	MiddleEast
-3.52931	15.9919	3.5852	-7.39445	1775	HGDP	MiddleEast
-5.81481	16.2475	2.99234	-7.495	1776	HGDP	MiddleEast
9.19436	18.3604	2.81111	-7.89928	1777	HGDP	MiddleEast
2.52648	17.1971	3.02318	-7.22983	1778	HGDP	MiddleEast
-5.76557	14.8681	3.02979	-7.46028	1779	HGDP	MiddleEast
-3.14467	16.1415	3.50757	-6.69281	1780	HGDP	MiddleEast
9.65199	19.7757	2.85273	-7.38537	1781	HGDP	MiddleEast
-3.92717	14.6644	3.46463	-7.31785	1782	HGDP	MiddleEast
-23.7775	18.0984	2.74408	-3.32893	1783	HGDP	Europe
-24.7202	18.9348	2.13261	-2.90263	1784	HGDP	Europe
-23.9577	18.2634	1.46878	-1.79389	1785	HGDP	Europe
-23.919	17.674	2.05676	-2.83613	1786	HGDP	Europe
-24.0441	19.0437	1.60284	-2.16221	1787	HGDP	Europe
-23.6853	18.1412	2.48028	-3.06974	1788	HGDP	Europe
-24.6324	18.7843	2.61229	-2.08045	1789	HGDP	Europe
-24.3592	17.4611	2.64146	-2.88689	1790	HGDP	Europe
-23.0465	17.7867	1.72738	-3.10284	1791	HGDP	Europe
-25.5242	17.4696	2.40263	-2.28928	1792	HGDP	Europe
-24.1721	17.7608	2.54049	-2.79692	1793	HGDP	Europe
-23.4587	17.4912	2.05056	-2.18871	1794	HGDP	Europe
-24.6256	19.3111	2.07691	-2.86033	1795	HGDP	Europe
-24.8663	19.0398	3.00231	-2.61027	1796	HGDP	Europe
-24.0775	18.3822	2.48063	-2.91607	1797	HGDP	Europe
-24.5454	17.6714	2.16857	-3.13714	1798	HGDP	Europe
-24.4292	18.6632	2.50724	-3.03308	1799	HGDP	Europe
-25.1426	18.291	2.30799	-2.27055	1800	HGDP	Europe
-23.381	17.8614	2.47099	-2.5	1801	HGDP	Europe
-22.1599	17.8611	2.06815	-2.61145	1802	HGDP	Europe
-24.1415	17.9803	2.70174	-2.78434	1803	HGDP	Europe
-23.6011	18.8619	2.03268	-2.72131	1804	HGDP	Europe
-23.7127	17.7862	1.99078	-2.59363	1805	HGDP	Europe
-24.2144	18.8778	2.54004	-2.95504	1806	HGDP	Europe
-21.8932	19.3065	2.11785	-2.65854	1807	HGDP	Europe
-25.0641	17.4529	2.25937	-2.66159	1808	HGDP	Europe
-24.8362	17.7724	2.27819	-2.6818	1809	HGDP	Europe
-24.0014	17.9178	2.1693	-2.39028	1810	HGDP	Europe
155.937	46.6114	-1.32745	0.749411	1811	HGDP	Africa
156.194	45.6641	-1.41166	0.915291	1812	HGDP	Africa
157.817	47.4529	-0.894317	0.838783	1813	HGDP	Africa
156.936	47.1009	-1.49261	1.06183	1814	HGDP	Africa
159.308	47.9103	-1.43261	1.32112	1815	HGDP	Africa
158.173	46.5927	-1.90443	1.29922	1816	HGDP	Africa
155.374	46.2451	-1.01644	0.697765	1817	HGDP	Africa
159.863	47.2862	-0.337346	1.56415	1818	HGDP	Africa
156.409	45.4346	-0.96828	1.22924	1819	HGDP	Africa
159.76	47.5748	-1.20366	1.61942	1820	HGDP	Africa
155.111	46.4629	-1.06696	0.85475	1821	HGDP	Africa
157.461	46.4022	-1.61236	1.28515	1822	HGDP	Africa
152.238	45.8884	-0.62836	0.495075	1823	HGDP	Africa
158.256	46.7349	-1.15925	0.966418	1824	HGDP	Africa
156.658	47.1162	-1.50566	1.30437	1825	HGDP	Africa
158.928	45.9751	-1.04961	1.0823	1826	HGDP	Africa
158.562	46.7204	-1.10896	0.884073	1827	HGDP	Africa
155.179	47.0203	-1.41776	1.07528	1828	HGDP	Africa
158.612	46.679	-2.01506	0.68851	1829	HGDP	Africa
156.113	46.8794	-1.28121	1.07986	1830	HGDP	Africa
158.041	47.83	-1.42822	0.62246	1831	HGDP	Africa
25.1471	-75.3363	10.9259	1.35711	1832	HGDP	Asia
27.4551	-74.3249	12.1614	1.37927	1833	HGDP	Asia
23.5822	-70.682	10.6123	1.44464	1834	HGDP	Asia
12.3748	-52.916	8.27328	2.35775	1835	HGDP	Asia
21.2704	-67.597	9.98498	2.09297	1836	HGDP	Asia
26.1755	-75.7832	11.4972	1.43587	1837	HGDP	Asia
23.751	-73.9379	11.4105	1.35712	1838	HGDP	Asia
11.3965	-50.4001	7.37851	3.19804	1839	HGDP	Asia
25.2571	-74.2916	11.841	1.56587	1840	HGDP	Asia
24.8863	-74.751	11.3585	1.41578	1841	HGDP	Asia
25.8302	-74.3133	11.4762	1.35619	1842	HGDP	Asia
27.127	-76.9084	11.5841	1.39677	1843	HGDP	Asia
22.6099	-68.7773	11.0699	1.63997	1844	HGDP	Asia
30.6098	-84.4455	10.8934	1.16347	1845	HGDP	Asia
26.4507	-77.8077	11.7765	1.27582	1846	HGDP	Asia
25.0236	-75.1229	12.328	1.51258	1847	HGDP	Asia
26.5801	-76.2378	11.3301	1.43638	1848	HGDP	Asia
26.4089	-75.7794	11.2316	1.43822	1849	HGDP	Asia
23.8994	-71.7642	10.8842	1.70162	1850	HGDP	Asia
26.2826	-75.4177	11.4214	0.9936	1851	HGDP	Asia
23.3503	-71.1023	10.5391	1.84825	1852	HGDP	Asia
25.9081	-74.3709	10.9984	1.58943	1853	HGDP	Asia
23.896	-69.5207	10.0263	1.49825	1854	HGDP	Asia
17.4264	-61.2148	9.11226	1.9923	1855	HGDP	Asia
-22.2106	2.48422	-0.23152	7.28213	1856	1000Genomes	Europe
-22.0815	3.42813	-0.880828	7.03533	1857	1000Genomes	Europe
-23.517	6.40071	-0.828298	6.50499	1858	1000Genomes	Europe
-21.2509	2.56011	-0.365306	6.63823	1859	1000Genomes	Europe
-20.3145	2.57987	-0.0364302	6.72035	1860	1000Genomes	Europe
-23.1726	4.39814	-0.600809	7.07988	1861	1000Genomes	Europe
-20.3466	3.85011	-0.631023	6.73276	1862	1000Genomes	Europe
-22.1659	4.20122	-0.408595	6.69411	1863	1000Genomes	Europe
-20.1407	7.5052	0.829319	2.96919	1864	1000Genomes	Europe
-20.0654	2.6498	-0.344714	7.00401	1865	1000Genomes	Europe
-21.3593	2.48514	-0.278903	6.62478	1866	1000Genomes	Europe
-21.5394	1.5132	-0.169757	7.06877	1867	1000Genomes	Europe
-21.3037	3.99408	-1.066	7.06268	1868	1000Genomes	Europe
-21.078	1.95605	-0.264191	6.69284	1869	1000Genomes	Europe
-23.0009	4.96616	-0.388308	6.51757	1870	1000Genomes	Europe
-21.4674	4.15956	-0.231071	7.0964	1871	1000Genomes	Europe
-22.3861	4.35198	0.0329607	6.51635	1872	1000Genomes	Europe
-21.2555	4.54604	0.122768	6.25941	1873	1000Genomes	Europe
-22.1753	3.69654	-0.0383258	7.11633	1874	1000Genomes	Europe
-22.765	5.56019	-0.499617	6.70581	1875	1000Genomes	Europe
-22.2679	4.50195	-0.310136	7.35437	1876	1000Genomes	Europe
-22.9732	5.71979	0.194739	6.87533	1877	1000Genomes	Europe
-20.4898	1.16797	0.187855	7.60586	1878	1000Genomes	Europe
-19.623	1.42703	-0.0737937	6.95985	1879	1000Genomes	Europe
-21.5798	5.09137	-0.160048	6.4613	1880	1000Genomes	Europe
-23.1655	5.21901	-0.78227	6.77255	1881	1000Genomes	Europe
-22.7527	6.19388	-0.346699	6.89634	1882	1000Genomes	Europe
-20.8392	3.6467	-0.393769	6.93611	1883	1000Genomes	Europe
-23.9003	6.02538	-0.980987	6.16466	1884	1000Genomes	Europe
-21.0612	2.92154	-0.21804	6.9006	1885	1000Genomes	Europe
-21.7441	3.72998	-0.235267	7.24967	1886	1000Genomes	Europe
-22.6132	4.37399	-0.65282	6.84664	1887	1000Genomes	Europe
-22.4781	3.52388	0.158016	7.03554	1888	1000Genomes	Europe
-23.0209	4.08176	0.581896	6.82443	1889	1000Genomes	Europe
-21.2776	3.41648	-0.45769	6.70444	1890	1000Genomes	Europe
-23.9767	6.15425	-0.646012	6.25553	1891	1000Genomes	Europe
-21.2848	4.28434	0.520528	6.95835	1892	1000Genomes	Europe
-21.1477	3.3659	-0.625939	7.25393	1893	1000Genomes	Europe
-22.6822	5.41757	0.00786123	7.08099	1894	1000Genomes	Europe
-24.4248	7.08094	-0.493929	6.34233	1895	1000Genomes	Europe
-22.7871	5.03316	-0.460974	6.82939	1896	1000Genomes	Europe
-22.3744	3.24714	-0.323997	6.79932	1897	1000Genomes	Europe
-21.7393	3.3132	-0.853317	6.95615	1898	1000Genomes	Europe
-22.952	5.81377	-0.217478	6.65963	1899	1000Genomes	Europe
-21.4415	3.93688	-0.0701329	7.25499	1900	1000Genomes	Europe
-22.6819	4.00364	-0.492158	6.53384	1901	1000Genomes	Europe
-21.8754	2.19696	-0.827944	6.60026	1902	1000Genomes	Europe
-22.2445	2.70846	0.624778	7.07173	1903	1000Genomes	Europe
-20.6393	3.22	-1.05979	7.03446	1904	1000Genomes	Europe
-22.0694	1.60533	-0.235051	7.26961	1905	1000Genomes	Europe
-23.332	5.16367	-0.448765	7.55905	1906	1000Genomes	Europe
-21.9074	3.08939	-0.325679	7.2385	1907	1000Genomes	Europe
-23.565	4.90181	-0.158543	6.61703	1908	1000Genomes	Europe
-22.9449	6.44387	-0.321193	6.39687	1909	1000Genomes	Europe
-21.6662	5.25653	-0.620156	7.04501	1910	1000Genomes	Europe
-22.9355	4.5739	-0.546611	6.56115	1911	1000Genomes	Europe
-22.0826	4.61453	-0.897628	6.28796	1912	1000Genomes	Europe
-23.1851	5.63453	-0.241035	7.12254	1913	1000Genomes	Europe
-23.0963	5.03948	0.0901509	6.88861	1914	1000Genomes	Europe
-21.1561	3.25998	0.175675	6.75799	1915	1000Genomes	Europe
-23.3423	6.20045	-0.516247	6.46698	1916	1000Genomes	Europe
-22.2475	5.47734	-0.0449449	6.80629	1917	1000Genomes	Europe
-22.1376	4.07496	0.763218	6.66066	1918	1000Genomes	Europe
-20.6024	6.20965	0.0392603	4.43639	1919	1000Genomes	Europe
-23.0764	3.05218	0.352095	7.34536	1920	1000Genomes	Europe
-21.5519	4.85177	-0.204974	7.42331	1921	1000Genomes	Europe
-25.1538	8.13192	-0.444263	5.89371	1922	1000Genomes	Europe
-22.1056	3.58482	-0.513142	7.42731	1923	1000Genomes	Europe
-23.1801	6.34138	-0.219982	6.51292	1924	1000Genomes	Europe
-22.178	3.10596	0.125132	7.77873	1925	1000Genomes	Europe
-23.8816	8.81817	-0.363831	6.25493	1926	1000Genomes	Europe
-22.9744	4.47743	-0.175111	6.57303	1927	1000Genomes	Europe
-22.7386	2.88333	0.214155	6.77318	1928	1000Genomes	Europe
-24.3219	5.13795	-0.581758	7.05681	1929	1000Genomes	Europe
-22.0145	4.9929	-0.627301	6.71033	1930	1000Genomes	Europe
-22.8188	5.53356	0.142903	6.60891	1931	1000Genomes	Europe
-20.7351	1.75346	-0.643756	7.46339	1932	1000Genomes	Europe
-21.4647	5.26303	-0.721666	6.66803	1933	1000Genomes	Europe
-22.9768	6.10528	-0.248423	6.5559	1934	1000Genomes	Europe
-21.2431	2.75223	-0.567153	7.55235	1935	1000Genomes	Europe
-21.7713	4.4468	-0.394623	7.34361	1936	1000Genomes	Europe
-22.2484	4.09794	-0.460931	7.04321	1937	1000Genomes	Europe
-21.1157	3.31812	-0.679562	7.01412	1938	1000Genomes	Europe
-22.3546	3.38557	-0.204624	6.85022	1939	1000Genomes	Europe
-22.0718	3.29014	-0.676438	6.43269	1940	1000Genomes	Europe
-21.2018	2.54622	-0.634961	7.50613	1941	1000Genomes	Europe
-22.0168	3.20726	-0.738751	6.96333	1942	1000Genomes	Europe
-21.7559	4.76121	-0.241562	6.93748	1943	1000Genomes	Europe
-23.5879	4.26821	-0.349942	6.92123	1944	1000Genomes	Europe
-20.8933	1.5008	-0.320321	7.19527	1945	1000Genomes	Europe
-21.9813	4.56061	-0.114642	6.71761	1946	1000Genomes	Europe
-23.5481	7.32806	-0.944268	6.63749	1947	1000Genomes	Europe
-21.4751	2.08508	-0.276537	6.34743	1948	1000Genomes	Europe
-22.3613	3.66554	-0.321177	7.21984	1949	1000Genomes	Europe
-22.5604	4.35101	-0.534793	7.04325	1950	1000Genomes	Europe
-23.687	8.06913	-0.17659	6.55171	1951	1000Genomes	Europe
-23.5039	4.48965	0.291442	7.09379	1952	1000Genomes	Europe
-21.3702	3.09497	-0.0612873	7.65833	1953	1000Genomes	Europe
-21.3108	3.60292	-0.338783	6.82325	1954	1000Genomes	Europe
-22.6447	4.21893	-0.245187	7.36463	1955	1000Genomes	Europe
