PC1	PC2	PC3	PC4	Individual	Dataset	Region
21.8326	24.7063	1.53384	-5.6718	0	HGDP	Africa
20.7761	22.5076	2.74235	-5.24257	1	HGDP	Africa
17.2941	22.9256	1.40554	-3.13666	2	HGDP	Africa
25.2833	24.2736	1.97	-5.37298	3	HGDP	Africa
19.5743	22.941	2.06098	-5.55148	4	HGDP	Africa
26.1488	23.8227	2.79734	-4.92194	5	HGDP	Africa
27.0552	25.3204	2.2868	-5.28209	6	HGDP	Africa
49.6853	26.846	1.01974	-3.78309	7	HGDP	Africa
25.0328	23.5693	2.07435	-4.81514	8	HGDP	Africa
14.6905	21.6031	2.95034	-5.56147	9	HGDP	Africa
20.164	23.3944	2.01863	-5.50758	10	HGDP	Africa
21.0175	24.0019	2.51044	-5.93774	11	HGDP	Africa
22.3973	23.7389	2.13232	-5.331	12	HGDP	Africa
21.3167	22.7423	2.48451	-5.78863	13	HGDP	Africa
23.0962	23.754	2.78471	-6.33219	14	HGDP	Africa
22.2094	22.7916	1.51559	-5.62405	15	HGDP	Africa
118.202	39.8726	-0.424197	-1.48769	16	HGDP	Africa
92.7166	35.1162	0.240342	-2.04578	17	HGDP	Africa
18.6291	22.6789	2.50809	-5.43	18	HGDP	Africa
21.3786	21.642	1.74684	-5.5618	19	HGDP	Africa
34.0152	24.765	1.69229	-5.06989	20	HGDP	Africa
20.411	22.937	2.26911	-5.73128	21	HGDP	Africa
25.8379	24.1469	1.63595	-5.6385	22	HGDP	Africa
23.1507	23.0747	2.14689	-5.00694	23	HGDP	Africa
19.8742	22.7128	1.95322	-5.46313	24	HGDP	Africa
21.6612	23.438	2.88102	-5.70811	25	HGDP	Africa
21.5094	23.7437	2.23169	-5.62948	26	HGDP	Africa
18.6315	22.9731	2.10159	-5.88467	27	HGDP	Africa
18.3282	-79.2346	-41.8857	-1.75275	70	HGDP	NorthAmerica
16.7696	-78.9107	-41.4486	-1.88741	71	HGDP	NorthAmerica
21.344	-83.5739	-44.9422	-2.12763	72	HGDP	NorthAmerica
17.3658	-82.3637	-41.2237	-1.83372	73	HGDP	NorthAmerica
19.4554	-89.352	-43.8937	-1.73008	74	HGDP	NorthAmerica
20.6548	-88.3779	-43.5265	-1.89713	75	HGDP	NorthAmerica
18.5945	-84.0321	-42.3646	-1.71574	76	HGDP	NorthAmerica
19.2518	-88.6999	-43.0955	-1.94333	77	HGDP	NorthAmerica
20.4419	-88.062	-43.9634	-1.73053	78	HGDP	NorthAmerica
20.9026	-88.1981	-44.0049	-1.97655	79	HGDP	NorthAmerica
17.1554	-79.9697	-40.403	-1.84962	80	HGDP	NorthAmerica
10.5104	-43.6414	9.53925	-0.714809	84	HGDP	Asia
4.80025	-31.9933	8.07211	-0.900833	85	HGDP	Asia
11.7412	-41.079	10.342	-0.224339	86	HGDP	Asia
11.9949	-43.8189	9.40875	-0.110405	87	HGDP	Asia
4.27431	-29.1476	6.76921	-0.8769	88	HGDP	Asia
9.28196	-41.5732	8.96919	-0.0997999	89	HGDP	Asia
8.21373	-37.2461	9.15822	-0.965837	90	HGDP	Asia
12.228	-45.7733	10.0421	-0.502977	91	HGDP	Asia
11.6417	-43.04	8.99475	-0.0659667	92	HGDP	Asia
10.6846	-42.299	8.77229	-0.537031	93	HGDP	Asia
6.62706	-34.5105	8.61501	-0.185842	94	HGDP	Asia
7.89519	-38.3557	9.83739	-0.54726	95	HGDP	Asia
10.6308	-41.3965	9.57975	-0.567747	96	HGDP	Asia
8.38447	-38.5732	8.89274	-0.363313	97	HGDP	Asia
10.7932	-41.7973	9.90803	-0.548024	98	HGDP	Asia
9.9791	-42.104	9.87922	-0.17488	99	HGDP	Asia
-1.06885	-19.2248	5.87375	-2.14164	100	HGDP	Asia
31.0987	-84.5895	13.5617	0.922622	101	HGDP	Asia
32.6756	-85.3682	18.1042	1.22025	102	HGDP	Asia
32.0015	-84.7903	15.8088	0.989722	103	HGDP	Asia
30.0182	-84.3171	14.1429	0.970604	104	HGDP	Asia
30.5987	-83.3762	15.269	1.05962	105	HGDP	Asia
33.1167	-86.3257	16.6382	1.08608	106	HGDP	Asia
31.054	-84.9991	16.1059	1.17579	107	HGDP	Asia
29.7092	-84.3901	12.2742	1.61327	108	HGDP	Asia
30.3744	-83.5609	17.1871	0.621637	109	HGDP	Asia
30.8083	-82.6351	18.304	0.492142	110	HGDP	Asia
32.6558	-83.6103	18.2113	1.09075	111	HGDP	Asia
32.095	-84.8754	19.6055	0.800609	112	HGDP	Asia
25.6016	-73.9239	13.1622	1.13916	113	HGDP	Asia
30.1188	-81.0176	18.9303	1.0725	114	HGDP	Asia
30.9778	-82.4299	18.4247	1.25966	115	HGDP	Asia
26.9526	-74.8137	13.7912	1.11436	116	HGDP	Asia
26.9479	-76.057	14.1843	1.02463	117	HGDP	Asia
31.3943	-84.3432	19.0161	0.867166	118	HGDP	Asia
33.7712	-82.8838	18.8478	0.423418	119	HGDP	Asia
8.10247	-37.4185	8.31908	-0.293437	120	HGDP	Asia
4.53811	-33.3998	8.23897	-0.262955	121	HGDP	Asia
7.02339	-40.152	9.37501	0.161931	122	HGDP	Asia
6.36344	-37.0006	7.81048	-0.230769	123	HGDP	Asia
9.60397	-40.5087	9.1016	0.0539257	124	HGDP	Asia
12.8749	-51.2	10.6226	0.655699	125	HGDP	Asia
5.61559	-35.6286	8.17	-0.218782	126	HGDP	Asia
11.3933	-46.5701	11.0302	-0.15435	127	HGDP	Asia
12.2628	-44.9935	9.93667	-0.0637691	128	HGDP	Asia
9.77299	-41.0087	9.30062	0.226809	129	HGDP	Asia
35.0564	-86.9405	22.2878	0.806073	130	1000Genomes	Asia
35.0894	-88.3578	22.8497	0.876191	131	1000Genomes	Asia
32.9662	-87.0263	20.8607	0.774839	132	1000Genomes	Asia
35.0754	-85.6254	21.0896	0.809975	133	1000Genomes	Asia
34.7993	-87.3373	21.1225	0.67213	134	1000Genomes	Asia
35.046	-88.1786	22.2269	1.07031	135	1000Genomes	Asia
35.508	-88.0999	22.9559	0.837291	136	1000Genomes	Asia
34.1921	-87.0466	21.5623	1.17278	137	1000Genomes	Asia
33.0736	-86.2041	21.3391	0.982522	138	1000Genomes	Asia
33.8928	-86.5918	22.2959	1.255	139	1000Genomes	Asia
32.9207	-86.2195	21.5734	1.13244	140	1000Genomes	Asia
34.1039	-85.6222	20.9567	1.07561	141	1000Genomes	Asia
33.5251	-87.0603	21.0702	0.610948	142	1000Genomes	Asia
34.4173	-86.2883	21.427	1.0252	143	1000Genomes	Asia
34.8551	-86.6912	20.9373	0.706576	144	1000Genomes	Asia
35.3647	-89.3673	23.2789	1.11325	145	1000Genomes	Asia
32.6222	-86.3499	22.0816	0.582732	146	1000Genomes	Asia
34.9374	-88.7068	22.5226	0.846091	147	1000Genomes	Asia
34.5866	-87.912	22.2307	1.10222	148	1000Genomes	Asia
34.9151	-86.1652	21.1377	0.956476	149	1000Genomes	Asia
32.7571	-86.7835	20.6222	0.95842	150	1000Genomes	Asia
35.7741	-89.2297	23.0778	0.974874	151	1000Genomes	Asia
35.4995	-86.5009	23.8309	1.12994	152	1000Genomes	Asia
33.4249	-88.1806	21.6437	1.17799	153	1000Genomes	Asia
33.9297	-86.9478	20.3998	0.994599	154	1000Genomes	Asia
34.385	-86.6456	21.8046	0.834391	155	1000Genomes	Asia
35.062	-87.7799	21.1986	0.299796	156	1000Genomes	Asia
33.1912	-86.5736	20.6972	1.10925	157	1000Genomes	Asia
33.1359	-87.606	22.7873	0.763606	158	1000Genomes	Asia
35.4671	-88.3709	22.818	1.20857	159	1000Genomes	Asia
32.9939	-85.7355	21.7593	0.71705	160	1000Genomes	Asia
34.3211	-86.1393	20.9318	1.01034	161	1000Genomes	Asia
32.6655	-86.1515	21.2113	0.735676	162	1000Genomes	Asia
34.0562	-85.9121	20.7897	0.84128	163	1000Genomes	Asia
35.6982	-88.3202	22.6889	1.0387	164	1000Genomes	Asia
33.1493	-87.3436	21.1573	0.75905	165	1000Genomes	Asia
35.04	-88.551	21.099	0.891334	166	1000Genomes	Asia
35.2321	-88.5854	23.2994	0.740533	167	1000Genomes	Asia
34.9916	-86.2124	22.7145	1.06294	168	1000Genomes	Asia
35.8752	-89.5717	21.8144	0.452112	169	1000Genomes	Asia
34.4335	-87.1656	22.947	1.13505	170	1000Genomes	Asia
32.8309	-87.8438	21.1948	0.70228	171	1000Genomes	Asia
33.5923	-85.6171	21.0383	1.01344	172	1000Genomes	Asia
35.1397	-89.0229	22.6583	1.23203	173	1000Genomes	Asia
34.6919	-86.923	20.8163	0.899629	174	1000Genomes	Asia
34.96	-88.819	23.294	1.08535	175	1000Genomes	Asia
34.0739	-90.0722	23.1011	1.43843	176	1000Genomes	Asia
34.4156	-87.4673	21.8305	1.0885	177	1000Genomes	Asia
34.4387	-87.7881	21.656	1.14799	178	1000Genomes	Asia
33.7158	-86.9365	21.8451	0.861842	179	1000Genomes	Asia
35.5101	-89.6007	22.8547	0.833273	180	1000Genomes	Asia
33.3945	-86.8243	21.4048	0.783064	181	1000Genomes	Asia
34.2898	-86.651	20.8663	0.656312	182	1000Genomes	Asia
32.9467	-87.4914	21.1407	1.0564	183	1000Genomes	Asia
34.9423	-88.2218	22.4734	1.3289	184	1000Genomes	Asia
34.1449	-87.6235	21.8899	1.33648	185	1000Genomes	Asia
35.2659	-88.2163	23.4228	1.04182	186	1000Genomes	Asia
32.126	-86.6354	20.837	1.00552	187	1000Genomes	Asia
32.5542	-86.1279	20.6061	0.96023	188	1000Genomes	Asia
33.742	-88.0377	21.3503	0.724265	189	1000Genomes	Asia
34.9282	-86.713	20.7776	0.818717	190	1000Genomes	Asia
34.7851	-87.9381	21.1588	0.736054	191	1000Genomes	Asia
33.7793	-87.8392	20.0119	0.599199	192	1000Genomes	Asia
33.8838	-88.1821	22.5538	0.791576	193	1000Genomes	Asia
34.0411	-87.1519	22.2857	0.370845	194	1000Genomes	Asia
33.885	-89.4805	23.0826	0.86942	195	1000Genomes	Asia
33.9136	-86.9976	22.7574	0.639246	196	1000Genomes	Asia
34.1242	-86.2907	20.9659	0.730434	197	1000Genomes	Asia
33.0705	-86.2286	22.6181	1.04803	198	1000Genomes	Asia
33.9338	-87.2182	21.5601	0.744715	199	1000Genomes	Asia
33.3659	-87.9706	21.4994	0.795276	200	1000Genomes	Asia
34.8241	-86.7905	23.2308	0.982791	201	1000Genomes	Asia
32.5939	-85.8842	21.063	1.39249	202	1000Genomes	Asia
33.6056	-87.4868	22.8769	1.42642	203	1000Genomes	Asia
33.8944	-87.8058	21.1691	0.847684	204	1000Genomes	Asia
33.9538	-85.4874	20.9604	1.21627	205	1000Genomes	Asia
33.676	-87.6768	22.835	1.18203	206	1000Genomes	Asia
35.4645	-88.2994	23.703	0.938186	207	1000Genomes	Asia
34.8836	-86.8811	23.2474	1.10105	208	1000Genomes	Asia
34.1959	-87.7159	23.245	0.549187	209	1000Genomes	Asia
34.6017	-88.9593	22.5209	0.750379	210	1000Genomes	Asia
36.0456	-89.3822	23.2267	1.31532	211	1000Genomes	Asia
34.9384	-89.2035	21.6376	0.899211	212	1000Genomes	Asia
35.2988	-88.0685	22.2744	1.00269	213	1000Genomes	Asia
34.0207	-87.1402	20.8749	0.77709	214	1000Genomes	Asia
36.6308	-88.1405	24.1746	0.755686	215	1000Genomes	Asia
35.4888	-87.2303	22.8794	1.02774	216	1000Genomes	Asia
34.8221	-87.3185	23.1832	0.719849	217	1000Genomes	Asia
35.195	-88.69	23.4646	0.674085	218	1000Genomes	Asia
34.6552	-88.1263	21.214	0.357108	219	1000Genomes	Asia
36.1345	-87.5371	21.2238	0.87533	220	1000Genomes	Asia
33.5017	-83.7726	20.0698	1.09604	221	1000Genomes	Asia
34.4759	-87.1302	21.6032	0.771228	222	1000Genomes	Asia
34.6588	-87.6667	22.6672	0.659789	223	1000Genomes	Asia
35.6309	-89.5503	23.1833	0.515269	224	1000Genomes	Asia
33.615	-87.3794	21.6375	0.544702	225	1000Genomes	Asia
33.6077	-85.8155	21.0513	0.524055	226	1000Genomes	Asia
32.3987	-85.1826	20.3783	0.783576	227	1000Genomes	Asia
34.9932	-87.2301	22.7109	0.987752	228	1000Genomes	Asia
35.827	-88.1403	23.1562	1.09223	229	1000Genomes	Asia
33.1938	-88.2129	21.7228	0.696463	230	1000Genomes	Asia
35.0186	-88.6941	22.5344	1.04499	231	1000Genomes	Asia
34.7081	-87.4748	23.1705	0.992612	232	1000Genomes	Asia
33.6885	-87.3596	20.7602	0.887695	233	1000Genomes	Asia
33.132	-86.617	20.9625	0.974665	234	1000Genomes	Asia
34.6686	-86.4559	20.3226	0.533783	235	1000Genomes	Asia
36.193	-87.3677	24.2281	1.03965	236	1000Genomes	Asia
34.5287	-88.1849	22.9387	1.00442	237	1000Genomes	Asia
35.5263	-87.7981	22.9121	0.81275	238	1000Genomes	Asia
34.8268	-89.086	23.0997	0.843614	239	1000Genomes	Asia
35.3758	-88.828	24.2083	0.805043	240	1000Genomes	Asia
35.3292	-87.7692	22.9598	0.893589	241	1000Genomes	Asia
34.0798	-88.8863	22.5256	0.847596	242	1000Genomes	Asia
35.6062	-88.6799	23.2642	1.14285	243	1000Genomes	Asia
34.452	-88.0372	23.3991	0.900609	244	1000Genomes	Asia
33.8931	-87.6709	23.535	1.07332	245	1000Genomes	Asia
34.7168	-89.1152	23.5698	0.922652	246	1000Genomes	Asia
34.5034	-88.6943	22.7387	0.87048	247	1000Genomes	Asia
34.3011	-89.2043	23.3081	1.29481	248	1000Genomes	Asia
35.127	-89.6493	23.9668	1.03787	249	1000Genomes	Asia
34.4577	-87.1985	23.0516	1.13544	250	1000Genomes	Asia
34.1639	-86.8049	23.4078	0.993882	251	1000Genomes	Asia
34.5408	-87.7156	22.7951	0.899427	252	1000Genomes	Asia
35.3398	-87.4393	22.607	0.829785	253	1000Genomes	Asia
34.9265	-89.1025	23.5201	1.18874	254	1000Genomes	Asia
35.9238	-87.7318	23.0704	1.07022	255	1000Genomes	Asia
35.0819	-88.1619	22.6823	1.33042	256	1000Genomes	Asia
34.7346	-88.7036	22.5838	0.765916	257	1000Genomes	Asia
34.6188	-87.7564	22.8902	0.781866	258	1000Genomes	Asia
34.6563	-88.4702	23.4031	1.22928	259	1000Genomes	Asia
35.0044	-88.6678	22.7375	0.968154	260	1000Genomes	Asia
34.9692	-89.0841	23.5935	1.28176	261	1000Genomes	Asia
34.9172	-87.8011	23.5463	0.838628	262	1000Genomes	Asia
34.7452	-88.1103	22.7747	0.571622	263	1000Genomes	Asia
35.4152	-87.9933	23.2388	0.937311	264	1000Genomes	Asia
34.5341	-87.6162	23.1435	1.05248	265	1000Genomes	Asia
34.1887	-87.8147	23.2488	1.05296	266	1000Genomes	Asia
35.1988	-88.058	23.5984	1.03488	267	1000Genomes	Asia
34.5917	-88.415	22.7907	1.28685	268	1000Genomes	Asia
33.7096	-87.4429	22.4401	1.08037	269	1000Genomes	Asia
35.9532	-88.7224	23.8825	0.893273	270	1000Genomes	Asia
34.4035	-88.1826	23.5775	0.773705	271	1000Genomes	Asia
34.3989	-87.5498	22.7102	1.21162	272	1000Genomes	Asia
34.1151	-87.6842	22.4516	0.975639	273	1000Genomes	Asia
34.9442	-88.5294	22.7776	0.943926	274	1000Genomes	Asia
35.146	-88.0674	23.5002	0.932607	275	1000Genomes	Asia
34.5385	-89.1825	23.5283	1.2323	276	1000Genomes	Asia
35.2442	-89.5312	23.2341	1.39178	277	1000Genomes	Asia
33.9353	-87.9966	23.2401	0.949602	278	1000Genomes	Asia
35.5112	-89.4172	22.4949	0.598339	279	1000Genomes	Asia
34.4648	-87.922	22.8523	1.06036	280	1000Genomes	Asia
35.7948	-89.7603	23.1776	0.899659	281	1000Genomes	Asia
34.2818	-90.1763	23.262	1.34078	282	1000Genomes	Asia
35.736	-89.1711	23.1303	1.40616	283	1000Genomes	Asia
34.7655	-88.7396	22.8272	1.07976	284	1000Genomes	Asia
34.9154	-87.4318	24.3575	1.00697	285	1000Genomes	Asia
35.4888	-87.8999	23.3757	1.06778	286	1000Genomes	Asia
34.862	-88.0315	22.3324	0.89816	287	1000Genomes	Asia
33.8564	-86.3469	23.1418	1.30867	288	1000Genomes	Asia
32.5989	-86.7261	21.4288	1.34808	289	1000Genomes	Asia
35.1039	-88.7886	23.2275	1.14509	290	1000Genomes	Asia
35.8052	-89.8387	23.9242	0.937816	291	1000Genomes	Asia
35.6458	-89.2406	23.6667	0.974983	292	1000Genomes	Asia
35.5437	-88.2321	23.3617	1.35576	293	1000Genomes	Asia
35.1341	-88.7498	22.6812	1.03728	294	1000Genomes	Asia
34.511	-88.2829	22.8954	1.304	295	1000Genomes	Asia
34.6552	-87.879	23.9335	1.28015	296	1000Genomes	Asia
34.2077	-88.726	23.0451	1.10574	297	1000Genomes	Asia
34.997	-88.6805	23.7061	0.819002	298	1000Genomes	Asia
35.5963	-87.3413	23.9211	0.891521	299	1000Genomes	Asia
34.2325	-89.6217	23.6241	1.07351	300	1000Genomes	Asia
34.9305	-88.0295	22.5166	1.1035	301	1000Genomes	Asia
34.7634	-88.3981	23.2069	0.952399	302	1000Genomes	Asia
34.9059	-88.5658	24.0849	1.02652	303	1000Genomes	Asia
33.5805	-88.6296	23.1757	1.13945	304	1000Genomes	Asia
35.3074	-88.203	23.8889	1.26214	305	1000Genomes	Asia
34.9555	-88.6739	23.4529	1.06542	306	1000Genomes	Asia
34.486	-87.981	23.9863	0.861036	307	1000Genomes	Asia
34.1232	-87.1262	23.2401	1.23794	308	1000Genomes	Asia
37.0083	-87.4238	24.0783	1.15467	309	1000Genomes	Asia
34.2698	-88.124	23.7211	0.664677	310	1000Genomes	Asia
35.5925	-87.319	22.8588	1.12786	311	1000Genomes	Asia
34.9018	-88.2416	23.355	0.901455	312	1000Genomes	Asia
34.5007	-88.2515	22.9147	1.22711	313	1000Genomes	Asia
34.3117	-88.1696	23.9921	0.840929	314	1000Genomes	Asia
34.3034	-88.2869	22.9243	0.886164	315	1000Genomes	Asia
35.4726	-88.0706	23.717	0.97244	316	1000Genomes	Asia
35.076	-87.9573	23.0059	0.913466	317	1000Genomes	Asia
34.699	-88.2863	22.6152	1.13578	318	1000Genomes	Asia
34.5517	-88.0526	23.0055	0.940623	319	1000Genomes	Asia
35.4074	-89.0173	23.2218	0.790887	320	1000Genomes	Asia
36.7605	-88.6646	23.7799	1.145	321	1000Genomes	Asia
34.7756	-87.8741	22.7612	1.37349	322	1000Genomes	Asia
34.8446	-88.1208	23.2814	1.32599	323	1000Genomes	Asia
35.4532	-87.8795	24.1794	1.14009	324	1000Genomes	Asia
33.2479	-86.3965	22.5182	1.08824	325	1000Genomes	Asia
35.2451	-88.1716	24.3002	0.993582	326	1000Genomes	Asia
35.539	-88.1455	23.8715	1.14412	327	1000Genomes	Asia
35.6729	-88.583	23.2955	0.813779	328	1000Genomes	Asia
34.6855	-86.8089	23.9247	1.4614	329	1000Genomes	Asia
34.1689	-85.5529	24.0744	0.55969	330	1000Genomes	Asia
33.702	-85.106	24.0443	0.724827	331	1000Genomes	Asia
35.0696	-86.1789	24.2433	1.30925	332	1000Genomes	Asia
36.1419	-86.0962	24.1043	1.15121	333	1000Genomes	Asia
34.5376	-86.7644	24.8653	0.79719	334	1000Genomes	Asia
35.1423	-85.802	23.7712	0.857184	335	1000Genomes	Asia
35.2455	-86.291	23.656	0.583367	336	1000Genomes	Asia
36.9685	-87.1012	24.0542	0.569551	337	1000Genomes	Asia
35.5708	-85.505	24.2166	0.815336	338	1000Genomes	Asia
35.406	-85.7404	24.9116	0.800382	339	1000Genomes	Asia
35.2945	-85.8432	24.1144	1.14898	340	1000Genomes	Asia
33.2848	-86.6362	23.8051	1.04656	341	1000Genomes	Asia
35.0692	-85.3218	23.6322	0.884364	342	1000Genomes	Asia
33.5194	-84.5657	23.0448	1.11106	343	1000Genomes	Asia
34.3831	-85.0593	24.2913	1.27015	344	1000Genomes	Asia
33.6407	-84.7505	23.3849	1.0405	345	1000Genomes	Asia
33.7224	-84.2097	23.5165	0.787851	346	1000Genomes	Asia
34.9083	-85.8162	23.5321	0.800711	347	1000Genomes	Asia
36.0351	-87.6571	24.8507	1.30397	348	1000Genomes	Asia
34.9925	-87.3854	24.1416	0.979979	349	1000Genomes	Asia
35.9413	-86.7402	24.248	0.875478	350	1000Genomes	Asia
34.9967	-87.0708	22.6057	1.20145	351	1000Genomes	Asia
34.7899	-88.4868	24.5749	1.0939	352	1000Genomes	Asia
35.7029	-87.0458	24.0145	1.05932	353	1000Genomes	Asia
35.4634	-85.6342	24.3407	1.12901	354	1000Genomes	Asia
36.2602	-85.9293	24.4844	1.23358	355	1000Genomes	Asia
35.1244	-86.2536	24.2879	1.17551	356	1000Genomes	Asia
35.9006	-86.8733	24.2612	1.28658	357	1000Genomes	Asia
36.2514	-86.0818	24.4315	1.25016	358	1000Genomes	Asia
33.7176	-85.357	24.3028	1.08152	359	1000Genomes	Asia
34.0091	-85.7659	24.1974	1.05422	360	1000Genomes	Asia
34.0817	-85.5205	24.7733	0.938572	361	1000Genomes	Asia
34.2347	-85.5674	24.0699	1.15285	362	1000Genomes	Asia
33.9642	-86.162	24.6622	1.28242	363	1000Genomes	Asia
35.0549	-87.4515	23.8791	1.13313	364	1000Genomes	Asia
34.7436	-84.8758	23.7187	1.15009	365	1000Genomes	Asia
34.584	-85.9188	23.5527	1.04982	366	1000Genomes	Asia
35.3989	-86.0155	24.5393	0.927567	367	1000Genomes	Asia
37.0558	-85.6537	25.2773	0.962137	368	1000Genomes	Asia
35.2086	-85.7077	24.0119	0.869415	369	1000Genomes	Asia
34.2575	-84.4587	23.7538	0.953258	370	1000Genomes	Asia
34.0873	-83.9938	24.4773	1.24697	371	1000Genomes	Asia
34.5923	-85.0796	24.0766	1.02104	372	1000Genomes	Asia
35.4683	-84.3815	23.2966	0.833942	373	1000Genomes	Asia
34.5272	-84.9381	24.2945	0.917701	374	1000Genomes	Asia
33.6278	-84.1222	23.8715	0.765826	375	1000Genomes	Asia
33.9276	-85.1617	23.0243	1.27452	376	1000Genomes	Asia
35.1605	-85.1381	23.8996	1.06755	377	1000Genomes	Asia
33.0343	-83.2044	23.4299	0.937801	378	1000Genomes	Asia
34.8243	-85.5541	23.4493	1.50473	379	1000Genomes	Asia
34.2487	-85.9779	24.1134	1.22813	380	1000Genomes	Asia
33.393	-83.8595	23.4606	0.8504	381	1000Genomes	Asia
34.8568	-85.5163	23.8019	1.05292	382	1000Genomes	Asia
35.0057	-83.6535	23.5075	1.00739	383	1000Genomes	Asia
34.8549	-86.3114	23.6562	1.10111	384	1000Genomes	Asia
35.4142	-85.0165	24.2327	1.05495	385	1000Genomes	Asia
33.7699	-85.9807	24.2037	1.12951	386	1000Genomes	Asia
35.0896	-87.0372	23.7257	0.670693	387	1000Genomes	Asia
34.2148	-84.5665	24.1885	0.703009	388	1000Genomes	Asia
33.9569	-84.7629	23.9395	0.969895	389	1000Genomes	Asia
34.2828	-86.3611	23.2938	0.873538	390	1000Genomes	Asia
35.3789	-85.3381	24.3271	1.09629	391	1000Genomes	Asia
34.2762	-85.5909	24.3825	0.739171	392	1000Genomes	Asia
33.3993	-84.2115	22.9097	0.701593	393	1000Genomes	Asia
34.5751	-84.7145	23.5133	1.08542	394	1000Genomes	Asia
34.3206	-84.8114	23.9158	1.00983	395	1000Genomes	Asia
34.7594	-86.4403	23.7605	0.901698	396	1000Genomes	Asia
34.4075	-85.9417	23.6385	0.748209	397	1000Genomes	Asia
34.5594	-85.1856	23.6045	0.548149	398	1000Genomes	Asia
33.3728	-84.0883	22.701	1.06524	399	1000Genomes	Asia
32.5261	-84.3089	23.9934	0.857939	400	1000Genomes	Asia
33.347	-85.036	22.9165	0.662619	401	1000Genomes	Asia
34.8236	-84.0975	23.9943	0.901551	402	1000Genomes	Asia
33.1305	-80.0378	22.1186	0.631384	403	1000Genomes	Asia
33.3601	-84.5279	23.6767	0.70109	404	1000Genomes	Asia
33.8051	-84.6936	23.5587	1.20026	405	1000Genomes	Asia
34.3056	-84.5714	23.6862	1.10129	406	1000Genomes	Asia
35.4333	-85.0167	23.4091	0.801475	407	1000Genomes	Asia
34.3812	-86.5918	23.9046	0.732878	408	1000Genomes	Asia
34.7072	-86.3198	23.8875	1.0651	409	1000Genomes	Asia
33.2603	-83.896	24.3424	1.18019	410	1000Genomes	Asia
35.6715	-87.6797	24.0443	0.736712	411	1000Genomes	Asia
35.6009	-86.6049	23.9206	1.00896	412	1000Genomes	Asia
33.432	-85.1509	23.2533	0.941657	413	1000Genomes	Asia
33.914	-84.3393	23.6454	0.814743	414	1000Genomes	Asia
33.8426	-85.0922	23.8435	1.03914	415	1000Genomes	Asia
34.4334	-83.7282	23.724	0.567384	416	1000Genomes	Asia
34.2226	-84.7991	23.7925	0.295636	417	1000Genomes	Asia
33.7342	-84.4243	23.6422	1.02871	418	1000Genomes	Asia
34.3593	-84.1726	23.5389	1.1503	419	1000Genomes	Asia
34.5638	-84.8349	23.8621	0.847817	420	1000Genomes	Asia
35.0218	-85.9681	22.9901	1.14831	421	1000Genomes	Asia
34.9897	-82.2077	22.8371	0.914041	422	1000Genomes	Asia
33.2627	-85.2783	23.408	1.34074	423	1000Genomes	Asia
34.9557	-85.0199	23.4159	0.932907	424	1000Genomes	Asia
34.3433	-84.7781	23.6301	1.3129	425	1000Genomes	Asia
33.5608	-85.0698	24.2753	0.684692	426	1000Genomes	Asia
33.5829	-84.0427	23.2298	0.848135	427	1000Genomes	Asia
34.0226	-85.3658	23.8732	1.24425	428	1000Genomes	Asia
32.431	-83.9433	23.509	1.05349	429	1000Genomes	Asia
34.4647	-85.8535	23.9856	1.04214	430	1000Genomes	Asia
34.1911	-86.0311	23.8043	0.866459	431	1000Genomes	Asia
34.6144	-85.2582	24.1933	0.939127	432	1000Genomes	Asia
34.2476	-85.0738	23.5472	0.599521	433	1000Genomes	Asia
34.9948	-85.6498	22.9361	1.01791	434	1000Genomes	Asia
35.5408	-84.8759	23.1986	0.761673	435	1000Genomes	Asia
33.3771	-84.9312	23.9574	1.25495	436	1000Genomes	Asia
33.2411	-84.939	23.1462	0.843151	437	1000Genomes	Asia
33.7653	-84.8993	23.9121	1.66967	438	1000Genomes	Asia
34.9977	-86.0564	23.8351	0.506029	439	1000Genomes	Asia
33.9491	-84.8204	23.4672	0.924726	440	1000Genomes	Asia
33.5053	-84.6507	23.0445	0.886164	441	1000Genomes	Asia
33.9527	-83.9605	23.3049	0.845002	442	1000Genomes	Asia
34.6069	-85.6293	23.7078	0.833181	443	1000Genomes	Asia
34.8891	-85.743	23.8516	1.06612	444	1000Genomes	Asia
33.8883	-84.4416	23.6015	0.766366	445	1000Genomes	Asia
33.3123	-85.9016	23.3673	0.928457	446	1000Genomes	Asia
32.8706	-79.2671	21.8099	0.719298	447	1000Genomes	Asia
34.9503	-84.4778	24.0742	0.866762	448	1000Genomes	Asia
34.9582	-85.67	24.8569	0.774796	449	1000Genomes	Asia
34.2478	-83.5111	24.1712	0.799579	450	1000Genomes	Asia
34.6451	-85.405	23.8122	0.96653	451	1000Genomes	Asia
34.9764	-84.2019	23.5564	1.12712	452	1000Genomes	Asia
34.4037	-85.2155	23.5196	0.720968	453	1000Genomes	Asia
33.4621	-85.427	23.4208	0.765117	454	1000Genomes	Asia
34.9235	-85.3451	24.1156	0.613195	455	1000Genomes	Asia
29.3955	-75.9353	21.9567	0.698526	456	1000Genomes	Asia
34.8598	-84.8165	24.0909	1.44005	457	1000Genomes	Asia
35.1269	-85.2725	24.1295	0.894704	458	1000Genomes	Asia
34.0834	-84.6492	23.8119	1.11374	459	1000Genomes	Asia
34.386	-86.9051	23.7201	0.792398	460	1000Genomes	Asia
